<TITLE : Tags Dataset (YYYY-MM-DD HH:MM): 2024-02-28 11:10 >
timestamp, timpestamp nsecs, tag_id, x, y, z
1709115008, 134285212, 4, 0.01971519283859751, -0.08774246225242757, 0.3515121847065721
1709115008, 134285212, 6, 0.07524954827724367, -0.015242308694589158, 0.33435437970814896
1709115008, 134285212, 5, 0.11460052558141567, 0.04472062958754233, 0.3313839987846353
1709115008, 134285212, 8, 0.11347651502726111, 0.010650636335103655, 0.32548609434149983
1709115008, 134285212, 7, 0.11729333967291049, -0.08362915374964289, 0.3235716499371366
1709115008, 134285212, 3, 0.007386884372456487, -0.010457757577635332, 0.3558748063466446
1709115008, 134285212, 2, 0.1549835791230758, -0.011176094248099533, 0.31556668764132056
1709115008, 134285212, 1, 0.038148423863306614, -0.043508615380919255, 0.3447665760095935
1709115008, 234164476, 5, 0.11455251270682883, 0.044701645848770157, 0.3312192790963716
1709115008, 234164476, 8, 0.11331788617204305, 0.010574076477521325, 0.3250332865495826
1709115008, 234164476, 7, 0.11718680516891906, -0.0835578572234853, 0.3233208470949589
1709115008, 234164476, 6, 0.0752220431562991, -0.01523441811470959, 0.33422292922274427
1709115008, 234164476, 2, 0.1547432833821557, -0.011176108721402544, 0.3149008746547843
1709115008, 234164476, 4, 0.019733925563748284, -0.08781110203001297, 0.3518146878671895
1709115008, 234164476, 3, 0.0073827170459313885, -0.010456619258935072, 0.35587066379491583
1709115008, 234164476, 1, 0.03821130370156867, -0.04358256015460108, 0.3453883966910903
1709115008, 334044933, 7, 0.11709089142242973, -0.0834942836008956, 0.32306397996780317
1709115008, 334044933, 5, 0.11462634822543828, 0.044740277186144234, 0.3314485925531102
1709115008, 334044933, 6, 0.07511178465077914, -0.01520678307213955, 0.33378674828627214
1709115008, 334044933, 1, 0.03843916828523697, -0.0437903913715184, 0.3473141637679532
1709115008, 334044933, 4, 0.019745215348246956, -0.0878672968320054, 0.3520085340576763
1709115008, 334044933, 3, 0.007457809036924297, -0.010438191684836517, 0.3558357423188654
1709115008, 334044933, 2, 0.15462172035209917, -0.011156190927325517, 0.31464842014292377
1709115008, 334044933, 8, 0.11338538079071961, 0.010587432467606657, 0.3252222111971103
1709115008, 433923721, 3, 0.0073902023416119655, -0.010461464210104935, 0.355858954380503
1709115008, 433923721, 8, 0.11329010055755794, 0.010582640838560762, 0.3249410935334302
1709115008, 433923721, 4, 0.019689565030238294, -0.08757389578300896, 0.35081496357001984
1709115008, 433923721, 1, 0.03816071198535954, -0.04352365975224738, 0.34489303471046123
1709115008, 433923721, 2, 0.15519816862084768, -0.011186178192519755, 0.31600251878419855
1709115008, 433923721, 5, 0.11458012713986013, 0.044715757062321705, 0.3313227921097941
1709115008, 433923721, 6, 0.07524413244265768, -0.015238889224326332, 0.3343130974390161
1709115008, 433923721, 7, 0.11710990864268345, -0.08351310588355204, 0.32309646275835724
1709115008, 533802748, 4, 0.019728153298849166, -0.08781552041253182, 0.3517852641061631
1709115008, 533802748, 3, 0.007381518662635112, -0.010452651384634784, 0.3556707532569066
1709115008, 533802748, 2, 0.1546115479446712, -0.011159350675742604, 0.31463801131135555
1709115008, 533802748, 1, 0.03818357307355702, -0.04354497084747798, 0.3451173815602944
1709115008, 533802748, 5, 0.11468356870162162, 0.04475182863378682, 0.3315966632453878
1709115008, 533802748, 8, 0.11337568257257466, 0.01058518027750588, 0.32519043233968514
1709115008, 533802748, 7, 0.11741285691676794, -0.08371540181263427, 0.32393816819108784
1709115008, 533802748, 6, 0.07538953293855408, -0.015263089245069647, 0.33501164289935004
1709115008, 633692265, 7, 0.11732202010944365, -0.08366238554932104, 0.3236834418576264
1709115008, 633692265, 8, 0.11345532580490267, 0.010585845869565286, 0.3254290489132209
1709115008, 633692265, 4, 0.01975106231981468, -0.08788345609748725, 0.3520686414442222
1709115008, 633692265, 5, 0.1147564773372661, 0.044778807927462784, 0.3318496103846862
1709115008, 633692265, 6, 0.0753915233543011, -0.015260033161785296, 0.33502579559066875
1709115008, 633692265, 3, 0.007381694667777679, -0.010444270346616198, 0.35572530888915765
