<TITLE : Snapshot of reference: Tags Dataset (YYYY-MM-DD HH:MM): 2024-03-06 17:29 >
timestamp, timpestamp nsecs, tag_id, x, y, z
1910; 468000000; 10; 0.34031832809572854; -0.19563341709932583; 0.9591143291512743
1910; 468000000; 11; -0.003944127813197101; -0.23758353175253127; 0.9557613607441325
1910; 468000000; 12; 0.0860646665054174; -0.2521356505185406; 1.0172568977388416
1910; 468000000; 2; -0.06062372392284096; 0.1713662579445828; 0.9729697290479504
1910; 468000000; 1; 0.20136287197704042; 0.1868017199073587; 0.9621013779389187
1910; 468000000; 0; 0.09640417836110435; 0.2935681870968943; 0.9538116217311939
1910; 468000000; 14; -0.04591868546539264; -0.29180580538516177; 1.1109810066897101
1910; 468000000; 13; -0.12596708356123879; -0.27809519109547987; 0.8596876649336296
1910; 468000000; 9; 0.37148408736495325; -0.1809141367746262; 0.9333548485671446
1910; 468000000; 8; 0.3622691098719457; -0.15368622767431325; 0.9522480011458202
1910; 468000000; 7; 0.00787301968175499; -0.13767837805193375; 0.9354641020491717
1910; 468000000; 3; 0.2800156784592887; 0.052195692181395636; 1.0420489438627987
1910; 468000000; 4; 0.12975003159351292; 0.03768727268352201; 0.8707431885887364
1910; 468000000; 6; -0.02994115746470621; -0.004669820524041998; 0.9598406296860237
1910; 468000000; 5; -0.2688907226191701; 0.009507776707609784; 1.054346782226764
